INSEE_COM;NOM_COM;IRIS;CODE_IRIS;NOM_IRIS;TYP_IRIS;ISIU_Area_IRIS_Km2;ISIU_Indice_1_PopLog_per_Km2_Normalise;ISIU_Indice_2_Volume_Batiment_Normalise;ISIU_Indice_3_Green_Space_Ratio_Normalise;ISIU_Indice_4_Shannon_Diversity_Normalise;ISIU_Indice_5_Transport_Roads_Ratio_Normalise;ISIU_Indice_6Normalise;Dimension_1_Humaine;Dimension_2_Qualite_Vie;Dimension_3_Accessibilite;ISIU_Globale_Normalise
13211;Marseille 11e Arrondissement;604;132110604;Pommeraie-Saint-Jean;H;0.255;0;0.039442086;0.014;0.684;0.008;0.116;0.039442086;0.698;0.124;0.380633471
13211;Marseille 11e Arrondissement;605;132110605;La Mazenode;H;0.255;0;0.044858113;0.003;0.815;0.007;0.103;0.044858113;0.818;0.11;0.432341499
13214;Marseille 14e Arrondissement;603;132140603;Roches Claires;D;1.404;0;8.72E-05;0;0.445;0.001;0;8.72E-05;0.445;0.001;0.18786784
13215;Marseille 15e Arrondissement;102;132150102;Le Castellas;H;0.129;0;0.054006443;0.007;0.807;0.008;0.062;0.054006443;0.814;0.07;0.416166886
13214;Marseille 14e Arrondissement;601;132140601;Fontainieu;H;1.049;0;0.016310494;0.02;0.784;0.003;0.039;0.016310494;0.804;0.042;0.381036498
13214;Marseille 14e Arrondissement;602;132140602;Grand Séminaire;H;0.535;0;0.034379167;0.117;0.953;0.007;0.079;0.034379167;1.07;0.086;0.533292727
13215;Marseille 15e Arrondissement;602;132150602;Maurelette;H;0.264;0;0.039639525;0.115;0.958;0.005;0.075;0.039639525;1.073;0.08;0.534341756
13214;Marseille 14e Arrondissement;701;132140701;Anatole de la Forge;H;2.014;0;0.01934716;0.011;0.835;0.003;0.066;0.01934716;0.846;0.069;0.414468617
13204;Marseille 4e Arrondissement;104;132040104;Blancarde Rougier;H;0.117;0.001;0.11777644;0.053;0.863;0.01;0.215;0.11877644;0.916;0.225;0.565499907
13204;Marseille 4e Arrondissement;105;132040105;Poucel Blancarde;H;0.137;0.001;0.108262999;0;0.713;0.007;0.224;0.109262999;0.713;0.231;0.469657298
13204;Marseille 4e Arrondissement;402;132040402;Maréchal Fayolle;H;0.108;0.001;0.18960994;0;0.72;0.008;0.219;0.19060994;0.72;0.227;0.5088026
13212;Marseille 12e Arrondissement;404;132120404;Pervenches-Provence-Hopkinson;H;0.266;0;0.048880844;0.054;0.85;0.006;0.208;0.048880844;0.904;0.214;0.522387187
13208;Marseille 8e Arrondissement;801;132080801;Parc Chanot;D;0.448;0;0.236513144;0.122;0.841;0.005;0.15;0.236513144;0.963;0.155;0.609467084
13208;Marseille 8e Arrondissement;404;132080404;Crémieux Vallence;H;0.137;0;0.139821342;0.018;0.843;0.007;0.197;0.139821342;0.861;0.204;0.539995321
13208;Marseille 8e Arrondissement;703;132080703;Rabatau;H;0.239;0;0.137051269;0.028;0.857;0.005;0.168;0.137051269;0.885;0.173;0.535461043
13208;Marseille 8e Arrondissement;802;132080802;Grand Saint-Giniez;H;0.146;0.001;0.095580032;0.148;0.977;0.007;0.136;0.096580032;1.125;0.143;0.614139114
13208;Marseille 8e Arrondissement;803;132080803;Orado-Carmagnole;H;0.211;0;0.096578367;0;0.791;0.008;0.131;0.096578367;0.791;0.139;0.457272996
13208;Marseille 8e Arrondissement;806;132080806;Provence-Île-de-France;H;0.29;0;0.079322876;0.117;0.93;0.006;0.141;0.079322876;1.047;0.147;0.57178679
13211;Marseille 11e Arrondissement;706;132110706;Les Collines de Saint-Marcel;D;3.08;0;0.000222038;0;0.069;0;0;0.000222038;0.069;0;0.012965214
13210;Marseille 10e Arrondissement;404;132100404;Lycée Est-Saint-Cyr;H;0.136;0;0.06442461;0.007;0.711;0.006;0.082;0.06442461;0.718;0.088;0.384802248
13210;Marseille 10e Arrondissement;405;132100405;Chanteperdrix-Trois Ponts;H;0.393;0;0.027573732;0.009;0.586;0.007;0.072;0.027573732;0.595;0.079;0.306438783
13205;Marseille 5e Arrondissement;202;132050202;Monte-Christo-Camas;H;0.122;0.001;0.168028989;0.045;0.767;0.009;0.232;0.169028989;0.812;0.241;0.547981367
13205;Marseille 5e Arrondissement;203;132050203;Eugène Pierre;H;0.093;0.001;0.182923999;0.022;0.626;0.009;0.246;0.183923999;0.648;0.255;0.485279323
13205;Marseille 5e Arrondissement;204;132050204;Chave-Abbé de l'Épée;H;0.076;0.001;0.186676668;0;0.634;0.012;0.235;0.187676668;0.634;0.247;0.476810761
13205;Marseille 5e Arrondissement;205;132050205;La Plaine;H;0.079;0.001;0.158170808;0.053;0.855;0.009;0.278;0.159170808;0.908;0.287;0.609308207
13205;Marseille 5e Arrondissement;103;132050103;Hôpital La Timone;A;0.247;0;0.188948119;0.033;0.855;0.008;0.157;0.188948119;0.888;0.165;0.557225808
13210;Marseille 10e Arrondissement;104;132100104;Aciéries-Curtel;A;0.698;0;0.075652495;0.01;0.682;0.005;0.114;0.075652495;0.692;0.119;0.392333587
13210;Marseille 10e Arrondissement;603;132100603;Cimetière Saint-Pierre;D;0.704;0;0.007701998;0.001;0.421;0.005;0.114;0.007701998;0.422;0.119;0.235491218
13210;Marseille 10e Arrondissement;101;132100101;Mireille Lauze-Vert Clos;H;0.173;0.001;0.086336457;0.107;0.848;0.006;0.115;0.087336457;0.955;0.121;0.520742241
13210;Marseille 10e Arrondissement;102;132100102;Benjamin Delessert;H;0.211;0;0.102639359;0.05;0.846;0.009;0.115;0.102639359;0.896;0.124;0.501854773
13210;Marseille 10e Arrondissement;302;132100302;Hippodrome Vivaux;H;0.599;0;0.060783425;0.146;0.973;0.006;0.119;0.060783425;1.119;0.125;0.586387589
13210;Marseille 10e Arrondissement;601;132100601;Cabassud-Mireille Lauze;H;0.389;0;0.036204747;0.036;0.872;0.005;0.116;0.036204747;0.908;0.121;0.475199447
13210;Marseille 10e Arrondissement;602;132100602;Mathurin-Timone;H;0.207;0.001;0.093561588;0;0.744;0.007;0.144;0.094561588;0.744;0.151;0.440093559
13201;Marseille 1er Arrondissement;102;132010102;Thubaneau;H;0.064;0.001;0.290540855;0.005;0.663;0.015;0.27;0.291540855;0.668;0.285;0.558429093
13201;Marseille 1er Arrondissement;103;132010103;Colbert-Providence;H;0.08;0.001;0.248987189;0;0.752;0.014;0.281;0.249987189;0.752;0.295;0.582769366
13201;Marseille 1er Arrondissement;201;132010201;Gambetta;H;0.091;0.001;0.226927105;0;0.766;0.011;0.257;0.227927105;0.766;0.268;0.566498028
13201;Marseille 1er Arrondissement;601;132010601;Gymnase;H;0.12;0.001;0.223243354;0.06;0.845;0.007;0.251;0.224243354;0.905;0.258;0.62465713
13202;Marseille 2e Arrondissement;101;132020101;Arenc;A;2.169;0;0.056721914;0.002;0.8;0.003;0.089;0.056721914;0.802;0.092;0.422068119
13216;Marseille 16e Arrondissement;402;132160402;Bassins Mirabeau;A;0.55;0;0.015131843;0;0.741;0.002;0.313;0.015131843;0.741;0.315;0.477950204
13215;Marseille 15e Arrondissement;401;132150401;Consolat;H;0.55;0;0.037845341;0.268;0.951;0.005;0.08;0.037845341;1.219;0.085;0.603587974
13216;Marseille 16e Arrondissement;401;132160401;Mourepiane;H;0.407;0;0.036563562;0.008;0.749;0.006;0.079;0.036563562;0.757;0.085;0.388579525
13215;Marseille 15e Arrondissement;402;132150402;Cap Janet;H;0.56;0;0.061116727;0.008;0.837;0.005;0.066;0.061116727;0.845;0.071;0.434317916
13215;Marseille 15e Arrondissement;902;132150902;Campagne Lévêque-Abattoirs;H;0.408;0;0.05488741;0.145;0.909;0.006;0.105;0.05488741;1.054;0.111;0.546987463
13215;Marseille 15e Arrondissement;1002;132151002;La Castellane;H;0.224;0;0.04847562;0.063;0.835;0.007;0.07;0.04847562;0.898;0.077;0.455833016
13204;Marseille 4e Arrondissement;403;132040403;Chape;H;0.187;0.001;0.162943686;0.01;0.779;0.004;0.247;0.163943686;0.789;0.251;0.539588002
13210;Marseille 10e Arrondissement;301;132100301;Pont de Vivaux-Icard;H;0.271;0;0.063185503;0.019;0.787;0.005;0.132;0.063185503;0.806;0.137;0.447808695
13209;Marseille 9e Arrondissement;803;132090803;Romain Rolland-Claudel;H;0.228;0;0.067017555;0.216;0.904;0.007;0.124;0.067017555;1.12;0.131;0.592529531
13214;Marseille 14e Arrondissement;103;132140103;Marché d'Intérêt National Gay Lussac;A;1.026;0;0.06682593;0.021;0.557;0.003;0.125;0.06682593;0.578;0.128;0.339506832
13214;Marseille 14e Arrondissement;702;132140702;Camp Militaire;A;0.376;0;0.017746719;0.002;0.702;0.005;0.128;0.017746719;0.704;0.133;0.37752616
13214;Marseille 14e Arrondissement;101;132140101;Finat Duclos;H;0.359;0;0.048833971;0.009;0.861;0.006;0.138;0.048833971;0.87;0.144;0.474099173
13214;Marseille 14e Arrondissement;102;132140102;Vieux Moulin;H;0.111;0;0.04554816;0.005;0.551;0.008;0.101;0.04554816;0.556;0.109;0.310603803
13214;Marseille 14e Arrondissement;505;132140505;Picon-Font Vert;H;0.185;0;0.03766887;0.032;0.823;0.008;0.154;0.03766887;0.855;0.162;0.470309761
13204;Marseille 4e Arrondissement;106;132040106;Beausoleil;H;0.222;0;0.065521485;0.11;0.881;0.008;0.202;0.065521485;0.991;0.21;0.568630274
13212;Marseille 12e Arrondissement;301;132120301;Petit Bosquet;H;0.303;0;0.056859461;0;0.781;0.005;0.175;0.056859461;0.781;0.18;0.453226564
13212;Marseille 12e Arrondissement;302;132120302;Prés Fleuris;H;0.364;0;0.04364728;0.18;0.904;0.006;0.16;0.04364728;1.084;0.166;0.581219319
13212;Marseille 12e Arrondissement;401;132120401;Bois Luzy-Jean Rameau;H;0.496;0;0.032820032;0.126;0.944;0.007;0.144;0.032820032;1.07;0.151;0.562735547
13212;Marseille 12e Arrondissement;403;132120403;Hagueneau-Garoutte;H;0.338;0;0.049868394;0.011;0.739;0.006;0.185;0.049868394;0.75;0.191;0.440700046
13213;Marseille 13e Arrondissement;1005;132131005;Les Floralies-Beau Plan;H;0.321;0;0.040117728;0.055;0.86;0.005;0.141;0.040117728;0.915;0.146;0.491866613
13203;Marseille 3e Arrondissement;201;132030201;Général Leclerc;A;0.046;0;0.24714391;0;0.808;0.013;0.27;0.24714391;0.808;0.283;0.601870145
13201;Marseille 1er Arrondissement;505;132010505;Saint-Charles-Gare;A;0.135;0;0.086006816;0.007;0.791;0.008;0.273;0.086006816;0.798;0.281;0.521517453
13203;Marseille 3e Arrondissement;202;132030202;Les Facultés;H;0.157;0.001;0.205853138;0.033;0.854;0.004;0.269;0.206853138;0.887;0.273;0.615194059
13203;Marseille 3e Arrondissement;204;132030204;Le Racati;H;0.137;0.001;0.1230128;0.114;0.957;0.012;0.268;0.1240128;1.071;0.28;0.665390812
13201;Marseille 1er Arrondissement;504;132010504;Saint-Charles-Guibal;H;0.276;0;0.076800956;0.035;0.908;0.004;0.241;0.076800956;0.943;0.245;0.567831779
13212;Marseille 12e Arrondissement;405;132120405;Hespérides-Haïti;H;0.172;0;0.051465283;0.089;0.946;0.008;0.158;0.051465283;1.035;0.166;0.562106809
13213;Marseille 13e Arrondissement;302;132130302;Malpasse-Roubaix;H;0.246;0;0.095363322;0.068;0.934;0.007;0.157;0.095363322;1.002;0.164;0.566236377
13213;Marseille 13e Arrondissement;1002;132131002;La Mongrane;H;0.292;0;0.052726872;0.046;0.803;0.005;0.158;0.052726872;0.849;0.163;0.474977666
13213;Marseille 13e Arrondissement;1003;132131003;Lacordaire;H;0.318;0;0.041731745;0.104;0.898;0.007;0.176;0.041731745;1.002;0.183;0.550163909
13213;Marseille 13e Arrondissement;1006;132131006;Corot;H;0.156;0;0.056145949;0.062;0.798;0.009;0.169;0.056145949;0.86;0.178;0.48863102
13214;Marseille 14e Arrondissement;405;132140405;Vallon Dol;D;2.817;0;0.000285705;0;0.036;0.001;0.004;0.000285705;0.036;0.005;0
13214;Marseille 14e Arrondissement;703;132140703;Carrière de Sainte-Marthe;D;0.456;0;0;0;0.434;0.001;0.006;0;0.434;0.007;0.185506865
13002;Allauch;105;130020105;La Pounche-Les Aubagnens;H;0.001;0.043;1;0;0.666;0.099;0.388;1.043;0.666;0.487;1
13213;Marseille 13e Arrondissement;202;132130202;Delprat;H;0.495;0;0.03808174;0.073;0.944;0.005;0.087;0.03808174;1.017;0.092;0.513198449
13213;Marseille 13e Arrondissement;602;132130602;La Marie;H;0.684;0;0.02229103;0.033;0.739;0.006;0.043;0.02229103;0.772;0.049;0.37220959
13213;Marseille 13e Arrondissement;603;132130603;Les Olives Village;H;0.487;0;0.027764465;0.011;0.788;0.007;0.06;0.027764465;0.799;0.067;0.395634243
13201;Marseille 1er Arrondissement;203;132010203;Vierge Dorée;H;0.055;0.001;0.24737459;0;0.673;0.012;0.276;0.24837459;0.673;0.288;0.542108477
13204;Marseille 4e Arrondissement;304;132040304;Pautrier;H;0.191;0;0.110390218;0.001;0.729;0.005;0.228;0.110390218;0.73;0.233;0.478998313
13201;Marseille 1er Arrondissement;502;132010502;Longchamp;H;0.074;0.001;0.211183689;0;0.661;0.006;0.239;0.212183689;0.661;0.245;0.499786903
13201;Marseille 1er Arrondissement;503;132010503;Flammarion;H;0.092;0.001;0.187149333;0.002;0.654;0.005;0.242;0.188149333;0.656;0.247;0.487240295
13215;Marseille 15e Arrondissement;104;132150104;Vallon Giraudy;D;1.361;0;0.000251069;0;0.085;0.001;0.01;0.000251069;0.085;0.011;0.025509351
13215;Marseille 15e Arrondissement;101;132150101;H.L.M. Aygalades;H;0.324;0;0.045698955;0.038;0.816;0.006;0.098;0.045698955;0.854;0.104;0.446654692
13215;Marseille 15e Arrondissement;201;132150201;La Savine;H;0.275;0;0.020698448;0.044;0.886;0.004;0.049;0.020698448;0.93;0.053;0.446654457
13215;Marseille 15e Arrondissement;603;132150603;La Dauphine-Tilleuls;H;0.276;0;0.027706409;0.238;0.945;0.008;0.087;0.027706409;1.183;0.095;0.586815945
13206;Marseille 6e Arrondissement;401;132060401;Pierre Puget;A;0.126;0;0.258012662;0;0.814;0.008;0.26;0.258012662;0.814;0.268;0.60273743
13202;Marseille 2e Arrondissement;301;132020301;Quai du Port;H;0.128;0;0.142874075;0.011;0.817;0.016;0.263;0.142874075;0.828;0.279;0.560904234
13206;Marseille 6e Arrondissement;201;132060201;Delphes-Toulon;A;0.013;0.001;0.14168783;0;0.844;0.014;0.203;0.14268783;0.844;0.217;0.539469259
13206;Marseille 6e Arrondissement;103;132060103;Castellane-Italie;H;0.104;0.001;0.249471064;0;0.672;0.009;0.239;0.250471064;0.672;0.248;0.524053403
13206;Marseille 6e Arrondissement;204;132060204;Marengo-Lodi;H;0.128;0.001;0.201495428;0.015;0.77;0.008;0.239;0.202495428;0.785;0.247;0.553767024
13211;Marseille 11e Arrondissement;202;132110202;Les Collines de la Barasse;D;5.321;0;4.67E-05;0;0.212;0;0;4.67E-05;0.212;0;0.079249969
13022;Cassis;104;130220104;Périphérie;H;0.002;0.013;0;0;0.005;0.255;0;0.013;0.005;0.255;0.107538292
13209;Marseille 9e Arrondissement;301;132090301;Carpiagne;H;10.269;0;0.002017082;0.002;0.211;0;0;0.002017082;0.213;0;0.080628498
13210;Marseille 10e Arrondissement;505;132100505;Castel Roc;H;2.162;0;0.005788326;0.003;0.434;0.001;0;0.005788326;0.437;0.001;0.186800924
13216;Marseille 16e Arrondissement;104;132160104;Saumaty;A;0.345;0;0.025406686;0.16;0.972;0.006;0.08;0.025406686;1.132;0.086;0.557902727
13216;Marseille 16e Arrondissement;102;132160102;Château Fallet;H;0.244;0;0.049969974;0.04;0.778;0.013;0.063;0.049969974;0.818;0.076;0.418934552
13216;Marseille 16e Arrondissement;103;132160103;Fenouil Sacoman;H;0.166;0;0.061486757;0;0.725;0.013;0.076;0.061486757;0.725;0.089;0.387151584
13210;Marseille 10e Arrondissement;406;132100406;Jardins-Saint-Thys;H;0.297;0;0.040620508;0.014;0.82;0.007;0.115;0.040620508;0.834;0.122;0.443369594
13213;Marseille 13e Arrondissement;301;132130301;Oliviers-Lauriers;H;0.291;0;0.049506573;0.109;0.891;0.01;0.168;0.049506573;1;0.178;0.550523506
13213;Marseille 13e Arrondissement;304;132130304;Les Cèdres-Cyprès;H;0.094;0;0.037956331;0.066;0.852;0.011;0.169;0.037956331;0.918;0.18;0.508035162
13206;Marseille 6e Arrondissement;101;132060101;Escat-Saint-Adrien;H;0.135;0.001;0.182346118;0;0.753;0.006;0.197;0.183346118;0.753;0.203;0.509608358
13206;Marseille 6e Arrondissement;102;132060102;Fiolle-Castellane;H;0.101;0.001;0.214962188;0;0.74;0.007;0.229;0.215962188;0.74;0.236;0.534027405
