INSEE_COM;NOM_COM;IRIS;CODE_IRIS;NOM_IRIS;TYP_IRIS;ISIU_Area_IRIS_Km2;ISIU_Indice_1_PopLog_per_Km2_Normalise;ISIU_Indice_2_Volume_Batiment_Normalise;ISIU_Indice_3_Green_Space_Ratio_Normalise;ISIU_Indice_4_Shannon_Diversity_Normalise;ISIU_Indice_5_Transport_Roads_Ratio_Normalise;ISIU_Indice_6Normalise;Dimension_1_Humaine;Dimension_2_Qualite_Vie;Dimension_3_Accessibilite;ISIU_Globale_Normalise
13205;Marseille 5e Arrondissement;206;132050206;Barry-Camas;H;0.095;0.001;0.155478467;0.05;0.848;0.011;0.197;0.156478467;0.898;0.208;0.566753915
13205;Marseille 5e Arrondissement;207;132050207;Olivier-Chave;H;0.111;0.001;0.171427214;0.012;0.618;0.01;0.251;0.172427214;0.63;0.261;0.474374497
13205;Marseille 5e Arrondissement;301;132050301;Astruc;H;0.085;0.001;0.173777853;0;0.392;0.009;0.224;0.174777853;0.392;0.233;0.352015183
13205;Marseille 5e Arrondissement;302;132050302;Ferrari;H;0.072;0.001;0.178341106;0;0.442;0.008;0.25;0.179341106;0.442;0.258;0.388940382
13212;Marseille 12e Arrondissement;304;132120304;Bois Lemaître;H;0.363;0;0.038131901;0.29;1;0.005;0.124;0.038131901;1.29;0.129;0.657092311
13212;Marseille 12e Arrondissement;601;132120601;Les Bougainvilliers;H;0.264;0;0.039602506;0;0.734;0.006;0.111;0.039602506;0.734;0.117;0.394166783
13213;Marseille 13e Arrondissement;601;132130601;Saint-Théodore;H;0.473;0;0.024256193;0.114;0.895;0.005;0.131;0.024256193;1.009;0.136;0.523489583
13212;Marseille 12e Arrondissement;602;132120602;La Comtesse;H;0.757;0;0.027655808;0.037;0.8;0.005;0.098;0.027655808;0.837;0.103;0.429927116
13213;Marseille 13e Arrondissement;604;132130604;Fondacle;H;0.341;0;0.026980649;0.008;0.727;0.005;0.082;0.026980649;0.735;0.087;0.374850135
13213;Marseille 13e Arrondissement;605;132130605;Ravelle-Mont Riant;H;0.709;0;0.025775878;0.217;0.713;0.005;0.098;0.025775878;0.93;0.103;0.472215818
13213;Marseille 13e Arrondissement;607;132130607;La Maurelle;H;0.379;0;0.034236263;0.039;0.747;0.006;0.105;0.034236263;0.786;0.111;0.413024854
13213;Marseille 13e Arrondissement;805;132130805;Les Jonquilles;H;0.452;0;0.036188624;0.046;0.916;0.005;0.14;0.036188624;0.962;0.145;0.511391659
13209;Marseille 9e Arrondissement;409;132090409;E.D.F. Viton;A;0.03;0;0.199068488;0;0.693;0.009;0.128;0.199068488;0.693;0.137;0.458428658
13209;Marseille 9e Arrondissement;809;132090809;Les Hôpitaux-C.N.R.S.;A;0.654;0;0.062073795;0.139;0.822;0.006;0.131;0.062073795;0.961;0.137;0.519228044
13209;Marseille 9e Arrondissement;201;132090201;Val des Bois;H;0.761;0;0.026625278;0.223;0.929;0.005;0.083;0.026625278;1.152;0.088;0.568678444
13209;Marseille 9e Arrondissement;202;132090202;Village du Cabot-Campagne Berger;H;0.497;0;0.046798161;0.096;0.805;0.008;0.114;0.046798161;0.901;0.122;0.477331244
13209;Marseille 9e Arrondissement;203;132090203;Allée des Pins;H;0.292;0;0.057841244;0.281;0.9;0.007;0.11;0.057841244;1.181;0.117;0.610083454
13209;Marseille 9e Arrondissement;402;132090402;La Verdière-Aiguier;H;0.42;0;0.040329446;0.019;0.858;0.005;0.132;0.040329446;0.877;0.137;0.470152235
13209;Marseille 9e Arrondissement;403;132090403;Château-Sec-Montval;H;0.238;0;0.04142037;0.118;0.931;0.007;0.115;0.04142037;1.049;0.122;0.543522019
13209;Marseille 9e Arrondissement;805;132090805;Cravache-Le Brix;H;0.184;0;0.066865883;0.003;0.803;0.011;0.154;0.066865883;0.806;0.165;0.462511517
13209;Marseille 9e Arrondissement;806;132090806;Jean Boin-Roseraie;H;0.169;0;0.069563956;0.003;0.67;0.008;0.144;0.069563956;0.673;0.152;0.396005286
13209;Marseille 9e Arrondissement;807;132090807;Vert Pré;H;0.354;0;0.044507743;0.046;0.862;0.006;0.123;0.044507743;0.908;0.129;0.482765646
13209;Marseille 9e Arrondissement;808;132090808;Sévigné-Trioulet;H;0.187;0;0.062286045;0.224;0.968;0.006;0.136;0.062286045;1.192;0.142;0.628853831
13209;Marseille 9e Arrondissement;104;132090104;Calanque de Morgiou Partie Ouest;D;4.418;0;0.000614645;0.097;0.781;0.001;0.043;0.000614645;0.878;0.044;0.409023573
13209;Marseille 9e Arrondissement;603;132090603;Calanque de Morgiou Partie Est;D;7.243;0;0.001359177;0.004;0.564;0.001;0.021;0.001359177;0.568;0.022;0.255288357
13209;Marseille 9e Arrondissement;901;132090901;Vaufrèges-Léon Lachamp;D;0.85;0;0.007771851;0.002;0.5;0.002;0.01;0.007771851;0.502;0.012;0.222992973
13209;Marseille 9e Arrondissement;902;132090902;Calanque de Port Pin;D;18.977;0;3.76E-05;0;0.119;0;0;3.76E-05;0.119;0;0.036084543
13209;Marseille 9e Arrondissement;602;132090602;Domaine de Luminy;H;1.559;0;0.021981541;0.085;0.679;0.004;0.031;0.021981541;0.764;0.035;0.361855786
13212;Marseille 12e Arrondissement;101;132120101;Mirabelle-Anémones;H;1.374;0;0.022576419;0.047;0.851;0.005;0.094;0.022576419;0.898;0.099;0.454023402
13212;Marseille 12e Arrondissement;103;132120103;La Grande Bastide Cazaulx;H;0.377;0;0.043456181;0.101;0.819;0.009;0.11;0.043456181;0.92;0.119;0.483205814
13211;Marseille 11e Arrondissement;606;132110606;Bel Ombre;H;0.621;0;0.041688435;0.04;0.879;0.004;0.113;0.041688435;0.919;0.117;0.48099311
13211;Marseille 11e Arrondissement;607;132110607;Campanules-Faïenciers;H;0.171;0;0.055019239;0.002;0.652;0.009;0.124;0.055019239;0.654;0.133;0.371619354
13211;Marseille 11e Arrondissement;608;132110608;Sainte-Madeleine;H;0.164;0;0.055404306;0.024;0.825;0.01;0.113;0.055404306;0.849;0.123;0.457656313
13211;Marseille 11e Arrondissement;609;132110609;William Booth;H;0.196;0;0.037753343;0;0.761;0.011;0.105;0.037753343;0.761;0.116;0.405375153
13211;Marseille 11e Arrondissement;703;132110703;Collet des Comtes;H;0.323;0;0.031424113;0.041;0.721;0.007;0.084;0.031424113;0.762;0.091;0.391299399
13208;Marseille 8e Arrondissement;502;132080502;Le Palm Beach;D;0.27;0;0.013395375;0.469;0.905;0.007;0.076;0.013395375;1.374;0.083;0.663247871
13207;Marseille 7e Arrondissement;102;132070102;Amédée Autran;H;0.22;0;0.062530024;0.003;0.653;0.009;0.195;0.062530024;0.656;0.204;0.4089843
13207;Marseille 7e Arrondissement;501;132070501;Estrangin;H;0.685;0;0.03547896;0.003;0.59;0.004;0.123;0.03547896;0.593;0.127;0.331456127
13207;Marseille 7e Arrondissement;502;132070502;Roches-Prophète;H;0.532;0;0.038262983;0.037;0.869;0.006;0.201;0.038262983;0.906;0.207;0.515138958
13206;Marseille 6e Arrondissement;603;132060603;Notre-Dame de la Garde;H;0.215;0;0.080029739;0.043;0.762;0.011;0.223;0.080029739;0.805;0.234;0.500179553
13207;Marseille 7e Arrondissement;604;132070604;Dellepiane;H;0.161;0;0.099732294;0;0.691;0.009;0.215;0.099732294;0.691;0.224;0.45177525
13207;Marseille 7e Arrondissement;701;132070701;Tellène;H;0.177;0;0.09980749;0.095;0.754;0.008;0.238;0.09980749;0.849;0.246;0.535347905
13204;Marseille 4e Arrondissement;201;132040201;Banon-Roux;H;0.125;0.001;0.105939773;0;0.718;0.01;0.195;0.106939773;0.718;0.205;0.45883302
13204;Marseille 4e Arrondissement;202;132040202;Sainte-Agnès;H;0.182;0;0.099050351;0.007;0.7;0.011;0.162;0.099050351;0.707;0.173;0.435215308
13204;Marseille 4e Arrondissement;203;132040203;Chartreux Arras;H;0.108;0.001;0.125349292;0.017;0.819;0.007;0.197;0.126349292;0.836;0.204;0.522140494
13204;Marseille 4e Arrondissement;204;132040204;Les Nouveaux Chartreux;H;0.096;0.001;0.16167805;0.025;0.863;0.01;0.184;0.16267805;0.888;0.194;0.558492765
13204;Marseille 4e Arrondissement;301;132040301;Léglize-Chutes Lavie;H;0.127;0.001;0.097629512;0.478;0.932;0.008;0.189;0.098629512;1.41;0.197;0.772419717
13204;Marseille 4e Arrondissement;401;132040401;Trois Frères Carasso;H;0.139;0.001;0.170407031;0;0.764;0.009;0.224;0.171407031;0.764;0.233;0.523095488
13204;Marseille 4e Arrondissement;404;132040404;Palais Longchamp;H;0.239;0;0.094950789;0.786;0.968;0.011;0.228;0.094950789;1.754;0.239;0.949854507
13205;Marseille 5e Arrondissement;101;132050101;Brun Brandis;H;0.093;0.001;0.158112437;0;0.568;0.01;0.181;0.159112437;0.568;0.191;0.406934104
13205;Marseille 5e Arrondissement;102;132050102;Sainte-Cécile;H;0.133;0.001;0.123272772;0.007;0.796;0.009;0.176;0.124272772;0.803;0.185;0.497043654
13205;Marseille 5e Arrondissement;105;132050105;Antoine Maille;H;0.069;0.001;0.176002279;0;0.573;0.009;0.189;0.177002279;0.573;0.198;0.42080594
13210;Marseille 10e Arrondissement;201;132100201;Toulon-Galinat;H;0.232;0.001;0.116229007;0.009;0.809;0.012;0.154;0.117229007;0.818;0.166;0.491918258
13206;Marseille 6e Arrondissement;202;132060202;Le Méditerranée;H;0.115;0.001;0.193488001;0.125;0.814;0.007;0.213;0.194488001;0.939;0.22;0.608991317
13206;Marseille 6e Arrondissement;203;132060203;Gouffe;H;0.083;0.001;0.190019826;0;0.729;0.011;0.207;0.191019826;0.729;0.218;0.508992827
13205;Marseille 5e Arrondissement;304;132050304;Pauriol-Vertus;H;0.086;0.001;0.175221804;0;0.694;0.008;0.207;0.176221804;0.694;0.215;0.484489337
13216;Marseille 16e Arrondissement;105;132160105;La Nerthe;D;1.695;0;0.002154624;0.002;0.548;0.001;0.026;0.002154624;0.55;0.027;0.24962424
13216;Marseille 16e Arrondissement;101;132160101;Château Bovis;H;1.031;0;0.015858281;0.021;0.81;0.003;0.069;0.015858281;0.831;0.072;0.40728025
13071;Les Pennes-Mirabeau;107;130710107;Jas de Rhodes-Grande Colle;H;0.004;0.007;0;0;0.3;0.109;1;0.007;0.3;1.109;0.638003051
13216;Marseille 16e Arrondissement;201;132160201;Les Riaux;H;6.029;0;0.001805488;0.003;0.483;0.001;0;0.001805488;0.486;0.001;0.207693328
13216;Marseille 16e Arrondissement;403;132160403;La Pelouque;H;0.987;0;0.026384991;0.063;0.884;0.006;0.069;0.026384991;0.947;0.075;0.467393421
13212;Marseille 12e Arrondissement;102;132120102;Les Comtes-Eydalin;H;0.346;0;0.029012228;0.063;0.859;0.008;0.072;0.029012228;0.922;0.08;0.459330745
13212;Marseille 12e Arrondissement;201;132120201;Dessuard-Rosière;H;0.545;0;0.040792074;0.039;0.846;0.007;0.133;0.040792074;0.885;0.14;0.475472025
13212;Marseille 12e Arrondissement;202;132120202;Fourragère-Borromées-Vendôme;H;0.638;0;0.044158479;0.049;0.875;0.007;0.124;0.044158479;0.924;0.131;0.490957328
13212;Marseille 12e Arrondissement;603;132120603;Beaumont;H;0.608;0;0.028896235;0.015;0.796;0.004;0.147;0.028896235;0.811;0.151;0.440712967
13211;Marseille 11e Arrondissement;603;132110603;La Grognarde;H;0.128;0;0.068271527;0.129;0.779;0.011;0.119;0.068271527;0.908;0.13;0.494258484
13212;Marseille 12e Arrondissement;604;132120604;Rougemont-Les Amandiers;H;0.617;0;0.032460067;0.062;0.855;0.005;0.113;0.032460067;0.917;0.118;0.476246138
13212;Marseille 12e Arrondissement;702;132120702;Esperanza;H;1.134;0;0.019071531;0.017;0.767;0.003;0.054;0.019071531;0.784;0.057;0.379997398
13207;Marseille 7e Arrondissement;401;132070401;Saint-Nicolas;H;0.158;0;0.111773502;0.034;0.889;0.007;0.181;0.111773502;0.923;0.188;0.548326894
13207;Marseille 7e Arrondissement;603;132070603;Tobelem-Endoume;H;0.076;0.001;0.197273187;0;0.72;0.008;0.211;0.198273187;0.72;0.219;0.508646313
13207;Marseille 7e Arrondissement;703;132070703;La Criée;H;0.151;0;0.14964335;0.016;0.788;0.014;0.235;0.14964335;0.804;0.249;0.538984517
13213;Marseille 13e Arrondissement;303;132130303;Tilleuls-Valmont;H;0.594;0;0.03770843;0.03;0.884;0.008;0.14;0.03770843;0.914;0.148;0.49121256
13213;Marseille 13e Arrondissement;806;132130806;Frais Vallon;H;0.29;0;0.047214721;0.048;0.824;0.008;0.164;0.047214721;0.872;0.172;0.487270641
13211;Marseille 11e Arrondissement;705;132110705;Z.I. Saint-Marcel;A;0.777;0;0.03716104;0.023;0.745;0.003;0.085;0.03716104;0.768;0.088;0.395354194
13211;Marseille 11e Arrondissement;201;132110201;La Barasse;H;0.815;0;0.028088253;0.014;0.877;0.005;0.04;0.028088253;0.891;0.045;0.428271418
13211;Marseille 11e Arrondissement;701;132110701;Saint-Marcel Haut;H;0.346;0;0.032485057;0.004;0.766;0.007;0.048;0.032485057;0.77;0.055;0.378797019
13211;Marseille 11e Arrondissement;702;132110702;Saint-Marcel Village;H;0.295;0;0.045300191;0.143;0.973;0.006;0.067;0.045300191;1.116;0.073;0.553676415
13211;Marseille 11e Arrondissement;1001;132111001;Lanfranchi-Bonfort;H;0.242;0;0.045750434;0.016;0.802;0.006;0.084;0.045750434;0.818;0.09;0.423473651
13211;Marseille 11e Arrondissement;1003;132111003;Michelis-Saint-Jacques;H;0.261;0;0.050586997;0.105;0.954;0.007;0.094;0.050586997;1.059;0.101;0.542671153
13209;Marseille 9e Arrondissement;502;132090502;La Panouse;D;1.15;0;0.009885892;0.001;0.668;0.001;0.028;0.009885892;0.669;0.029;0.309368248
13209;Marseille 9e Arrondissement;103;132090103;Maison d'Arrêt;H;1.122;0;0.000296825;0;0.12;0;0.03;0.000296825;0.12;0.03;0.050591914
13209;Marseille 9e Arrondissement;204;132090204;Valmante-Colline Saint-Joseph;H;0.433;0;0.041218751;0.297;0.963;0.005;0.089;0.041218751;1.26;0.094;0.628358502
13209;Marseille 9e Arrondissement;404;132090404;Valmante-Hespérides;H;0.312;0;0.064513849;0.036;0.62;0.005;0.109;0.064513849;0.656;0.114;0.368136112
13209;Marseille 9e Arrondissement;501;132090501;Parc des Cèdres-Panouse;H;0.35;0;0.04141852;0.127;0.769;0.005;0.082;0.04141852;0.896;0.087;0.456270614
13209;Marseille 9e Arrondissement;503;132090503;La Rouvière;H;0.125;0.001;0.10015281;0.482;0.888;0.006;0.067;0.10115281;1.37;0.073;0.697478598
13209;Marseille 9e Arrondissement;601;132090601;Lotissement Mireille-Clairval;H;0.842;0;0.030270554;0.005;0.786;0.004;0.066;0.030270554;0.791;0.07;0.394476822
13210;Marseille 10e Arrondissement;501;132100501;La Sauvagère-Sainte-Geneviève;H;0.115;0.001;0.079226738;0.035;0.69;0.005;0.145;0.080226738;0.725;0.15;0.424158801
13210;Marseille 10e Arrondissement;502;132100502;Campagne La Rose;H;0.292;0;0.04845001;0.133;0.874;0.009;0.124;0.04845001;1.007;0.133;0.532397407
13210;Marseille 10e Arrondissement;503;132100503;La Sauvagère-Bellevue;H;0.204;0;0.052383682;0.169;0.84;0.006;0.136;0.052383682;1.009;0.142;0.539328105
13210;Marseille 10e Arrondissement;504;132100504;La Marguerite;H;0.204;0;0.053535565;0.021;0.748;0.006;0.089;0.053535565;0.769;0.095;0.406666379
13210;Marseille 10e Arrondissement;506;132100506;Jean Perrin;H;0.534;0;0.05526288;0.27;0.964;0.009;0.123;0.05526288;1.234;0.132;0.640445547
13208;Marseille 8e Arrondissement;303;132080303;Campagne Pastre;D;2.163;0;0.002038689;0.746;0.648;0.002;0.022;0.002038689;1.394;0.024;0.639877401
13208;Marseille 8e Arrondissement;601;132080601;Port de la Pointe Rouge;H;0.505;0;0.034770266;0.032;0.803;0.005;0.047;0.034770266;0.835;0.052;0.408631698
13208;Marseille 8e Arrondissement;602;132080602;Marseilleveyre;H;0.564;0;0.03439793;0.208;0.798;0.004;0.054;0.03439793;1.006;0.058;0.490604359
13208;Marseille 8e Arrondissement;603;132080603;Les Tours Granados;H;0.612;0;0.016745896;0.004;0.641;0.002;0.035;0.016745896;0.645;0.037;0.305126388
13208;Marseille 8e Arrondissement;604;132080604;Roy d'Espagne Chabrier;H;0.372;0;0.026891947;0.009;0.667;0.004;0.072;0.026891947;0.676;0.076;0.342322063
13208;Marseille 8e Arrondissement;1001;132081001;Zénatti-Floralia;H;0.355;0;0.053004846;0.055;0.896;0.006;0.102;0.053004846;0.951;0.108;0.49691931
13208;Marseille 8e Arrondissement;1003;132081003;Antilles Résidence;H;0.295;0;0.046876814;0.003;0.665;0.009;0.08;0.046876814;0.668;0.089;0.353917506
13208;Marseille 8e Arrondissement;402;132080402;Mermoz-Prado;H;0.077;0.001;0.199098768;0.006;0.804;0.007;0.179;0.200098768;0.81;0.186;0.535947186
13208;Marseille 8e Arrondissement;403;132080403;Lord Duveen;H;0.141;0.001;0.155762432;0.017;0.795;0.006;0.186;0.156762432;0.812;0.192;0.51954764
13208;Marseille 8e Arrondissement;701;132080701;Turcat Méry;H;0.131;0.001;0.190592907;0;0.647;0.007;0.207;0.191592907;0.647;0.214;0.469346309
13208;Marseille 8e Arrondissement;704;132080704;Louvain;H;0.134;0.001;0.174585006;0;0.754;0.005;0.189;0.175585006;0.754;0.194;0.502293647
13208;Marseille 8e Arrondissement;805;132080805;Mermoz-Grand Pavois;H;0.179;0.001;0.171942345;0;0.77;0.007;0.149;0.172942345;0.77;0.156;0.490857021
13214;Marseille 14e Arrondissement;201;132140201;La Marine;H;0.176;0;0.052380317;0.072;0.934;0.008;0.163;0.052380317;1.006;0.171;0.551393108
13214;Marseille 14e Arrondissement;202;132140202;Gibbes;H;0.168;0;0.094580752;0;0.72;0.008;0.176;0.094580752;0.72;0.184;0.444279341
13214;Marseille 14e Arrondissement;203;132140203;Églantines-Rosiers;H;0.143;0;0.06567534;0;0.759;0.009;0.175;0.06567534;0.759;0.184;0.448964226
13214;Marseille 14e Arrondissement;204;132140204;Saint-Gabriel;H;0.105;0;0.080408316;0.036;0.54;0.011;0.173;0.080408316;0.576;0.184;0.370871726
13214;Marseille 14e Arrondissement;205;132140205;La Glacière;H;0.225;0;0.06596426;0.047;0.918;0.006;0.162;0.06596426;0.965;0.168;0.537277057
13214;Marseille 14e Arrondissement;506;132140506;Parc Saint-Barthélemy SNCF;H;0.196;0;0.041824926;0.084;0.939;0.006;0.159;0.041824926;1.023;0.165;0.551599451
13214;Marseille 14e Arrondissement;507;132140507;Villecroze;H;0.35;0;0.054504067;0.05;0.933;0.005;0.175;0.054504067;0.983;0.18;0.545881356
13205;Marseille 5e Arrondissement;201;132050201;George-Verdun;A;0.042;0;0.089602621;0.144;0.924;0.017;0.198;0.089602621;1.068;0.215;0.617862386
13204;Marseille 4e Arrondissement;101;132040101;Chemin de Fer;H;0.2;0;0.069763105;0.013;0.833;0.005;0.208;0.069763105;0.846;0.213;0.504696795
13204;Marseille 4e Arrondissement;102;132040102;Chave Foch;H;0.103;0.001;0.127745576;0.023;0.852;0.008;0.198;0.128745576;0.875;0.206;0.542280651
13204;Marseille 4e Arrondissement;103;132040103;Vallier;H;0.159;0;0.108790521;0.155;0.934;0.008;0.212;0.108790521;1.089;0.22;0.63883403
13205;Marseille 5e Arrondissement;401;132050401;Jean Martin;H;0.13;0.001;0.13051208;0.01;0.768;0.01;0.18;0.13151208;0.778;0.19;0.491121434
13205;Marseille 5e Arrondissement;402;132050402;Riviera-Facultés;H;0.104;0.001;0.137681111;0.003;0.765;0.011;0.166;0.138681111;0.768;0.177;0.483774303
13205;Marseille 5e Arrondissement;403;132050403;Louis Loucheur;H;0.275;0;0.097621801;0.016;0.868;0.005;0.154;0.097621801;0.884;0.159;0.5102004
13207;Marseille 7e Arrondissement;301;132070301;Les Îles;H;1.873;0;0.003558766;0.004;0.577;0.001;0.246;0.003558766;0.581;0.247;0.366764662
13203;Marseille 3e Arrondissement;104;132030104;Loubon;H;0.126;0.001;0.148135397;0.03;0.763;0.005;0.217;0.149135397;0.793;0.222;0.521113029
13203;Marseille 3e Arrondissement;205;132030205;Kléber;H;0.098;0.001;0.177092604;0.089;0.823;0.008;0.243;0.178092604;0.912;0.251;0.60323863
13203;Marseille 3e Arrondissement;301;132030301;Jet d'Eau-Barbini;H;0.127;0.001;0.11694313;0.051;0.85;0.007;0.186;0.11794313;0.901;0.193;0.543300533
13211;Marseille 11e Arrondissement;1004;132111004;Les Hauts de Saint-Jacques;D;0.784;0;0.002690705;0.004;0.237;0.001;0.047;0.002690705;0.241;0.048;0.116212623
13211;Marseille 11e Arrondissement;1002;132111002;Heckel;H;0.235;0;0.040881505;0;0.443;0.008;0.066;0.040881505;0.443;0.074;0.239751414
13211;Marseille 11e Arrondissement;1005;132111005;Néréides-Bosquet;H;0.125;0;0.048162884;0.035;0.73;0.007;0.048;0.048162884;0.765;0.055;0.383752584
13214;Marseille 14e Arrondissement;301;132140301;R.P. Moretti;H;0.456;0;0.047247986;0.152;0.946;0.006;0.181;0.047247986;1.098;0.187;0.599133854
13214;Marseille 14e Arrondissement;302;132140302;Casanova;H;0.609;0;0.055565131;0;0.748;0.004;0.164;0.055565131;0.748;0.168;0.431741428
13214;Marseille 14e Arrondissement;303;132140303;États-Unis;H;0.195;0;0.072276175;0;0.693;0.009;0.18;0.072276175;0.693;0.189;0.423717646
13203;Marseille 3e Arrondissement;305;132030305;Bellevue Caravelle;H;0.015;0.002;0.165419017;0.095;0.83;0.006;0.167;0.167419017;0.925;0.173;0.56811862
13203;Marseille 3e Arrondissement;101;132030101;Ricard-Guigou;H;0.195;0;0.070979649;0.083;0.897;0.007;0.193;0.070979649;0.98;0.2;0.561417329
13203;Marseille 3e Arrondissement;102;132030102;Les Friches-Cadenat;H;0.221;0;0.164719203;0.134;0.913;0.005;0.221;0.164719203;1.047;0.226;0.648082904
13203;Marseille 3e Arrondissement;103;132030103;Les Casernes;H;0.143;0.001;0.119935115;0.025;0.86;0.005;0.234;0.120935115;0.885;0.239;0.558612069
13203;Marseille 3e Arrondissement;105;132030105;Caffo Révolution;H;0.14;0.001;0.122243209;0.003;0.738;0.011;0.18;0.123243209;0.741;0.191;0.470576311
13213;Marseille 13e Arrondissement;102;132130102;Château-Gombert-Technopole;H;1.308;0;0.026222257;0.008;0.751;0.006;0.091;0.026222257;0.759;0.097;0.39027752
13075;Plan-de-Cuques;102;130750102;Sud;H;0.001;0.026;0.053689114;0;0.084;0.474;0.926;0.079689114;0.084;1.4;0.70654537
13075;Plan-de-Cuques;104;130750104;Ouest;H;0.001;0.028;0;0;0;0.595;0.157;0.028;0;0.752;0.342836308
13213;Marseille 13e Arrondissement;201;132130201;Les Vieux Cyprès;H;0.79;0;0.029939504;0.239;0.965;0.008;0.127;0.029939504;1.204;0.135;0.616162339
13213;Marseille 13e Arrondissement;401;132130401;Les Médecins;H;3.01;0;0.004863757;0;0.537;0.002;0.018;0.004863757;0.537;0.02;0.241599572
13212;Marseille 12e Arrondissement;501;132120501;Saint-Jean du Désert;H;1.165;0;0.041424234;0.03;0.872;0.006;0.132;0.041424234;0.902;0.138;0.482726889
13211;Marseille 11e Arrondissement;601;132110601;Air Bel-Clémentine;H;0.088;0;0.193870165;0;0.532;0.009;0.1;0.193870165;0.532;0.109;0.368301478
13211;Marseille 11e Arrondissement;602;132110602;Air Bel-Pommeraie;H;0.168;0;0.167482267;0.012;0.639;0.011;0.113;0.167482267;0.651;0.124;0.418244109
13209;Marseille 9e Arrondissement;703;132090703;Calanque de Sormiou;D;6.547;0;0.00146814;0.002;0.341;0.001;0.005;0.00146814;0.343;0.006;0.143491151
13208;Marseille 8e Arrondissement;201;132080201;Les Goudes;H;6.722;0;0.000831523;0.001;0.302;0;0.013;0.000831523;0.303;0.013;0.127880443
13208;Marseille 8e Arrondissement;301;132080301;La Verrerie;H;0.653;0;0.022625729;0.031;0.82;0.004;0.023;0.022625729;0.851;0.027;0.398818547
13208;Marseille 8e Arrondissement;302;132080302;Engalière-Carthage;H;0.566;0;0.039379518;0.012;0.729;0.005;0.034;0.039379518;0.741;0.039;0.36111229
13213;Marseille 13e Arrondissement;802;132130802;Val Plan;H;0.113;0;0.06028988;0.181;0.968;0.01;0.136;0.06028988;1.149;0.146;0.609827566
13201;Marseille 1er Arrondissement;301;132010301;Rome;A;0.037;0;0.312350723;0;0.583;0.019;0.285;0.312350723;0.583;0.304;0.537456414
13206;Marseille 6e Arrondissement;501;132060501;Félix Baret;A;0.089;0;0.257071181;0.048;0.876;0.01;0.266;0.257071181;0.924;0.276;0.657064131
13201;Marseille 1er Arrondissement;302;132010302;Gare de l'Est;H;0.067;0.001;0.293167019;0;0.624;0.016;0.261;0.294167019;0.624;0.277;0.535514762
13201;Marseille 1er Arrondissement;303;132010303;Domaine Ventre;H;0.046;0.001;0.293974582;0;0.634;0.014;0.264;0.294974582;0.634;0.278;0.540994636
13206;Marseille 6e Arrondissement;303;132060303;Julien;H;0.099;0.001;0.217441985;0.012;0.676;0.013;0.254;0.218441985;0.688;0.267;0.525432203
13206;Marseille 6e Arrondissement;502;132060502;Salvator;H;0.121;0.001;0.245765568;0;0.674;0.009;0.25;0.246765568;0.674;0.259;0.52836697
13204;Marseille 4e Arrondissement;205;132040205;Le Dome;A;0.088;0;0.192299306;0.031;0.902;0.011;0.149;0.192299306;0.933;0.16;0.577345035
13204;Marseille 4e Arrondissement;302;132040302;Flemming-Garderie;H;0.15;0;0.076997973;0.054;0.758;0.009;0.177;0.076997973;0.812;0.186;0.47974447
13204;Marseille 4e Arrondissement;303;132040303;Guigou;H;0.206;0;0.055333586;0.01;0.723;0.011;0.169;0.055333586;0.733;0.18;0.430241672
13213;Marseille 13e Arrondissement;1004;132131004;Daudet Perrin;H;0.255;0;0.079724413;0.003;0.836;0.011;0.155;0.079724413;0.839;0.166;0.484258498
13201;Marseille 1er Arrondissement;101;132010101;La Bourse;A;0.124;0;0.247510444;0.128;0.902;0.012;0.283;0.247510444;1.03;0.295;0.710639337
13201;Marseille 1er Arrondissement;401;132010401;Saint-Ferréol;A;0.063;0.001;0.309380881;0;0.547;0.011;0.285;0.310380881;0.547;0.296;0.516121872
13201;Marseille 1er Arrondissement;402;132010402;d'Estienne d'Orves;H;0.131;0.001;0.260479801;0;0.734;0.017;0.29;0.261479801;0.734;0.307;0.58531848
13211;Marseille 11e Arrondissement;502;132110502;Les Collines de la Millière;D;1.764;0;8.56E-05;0;0.422;0;0.006;8.56E-05;0.422;0.006;0.179513317
13070;La Penne-sur-Huveaune;101;130700101;Ouest;H;0.001;0.022;0;0;0.048;0.234;0.159;0.022;0.048;0.393;0.195717036
13070;La Penne-sur-Huveaune;102;130700102;Sud;H;0.001;0.029;0;0;0;0.222;0.122;0.029;0;0.344;0.153948157
13211;Marseille 11e Arrondissement;501;132110501;La Millière;H;0.868;0;0.018788833;0.022;0.705;0.003;0.026;0.018788833;0.727;0.029;0.340417813
13005;Aubagne;601;130050601;Longuillar;H;0;0.137;0;0;0.048;0.163;0;0.137;0.048;0.163;0.142345691
13210;Marseille 10e Arrondissement;401;132100401;Gardanne-Fauvière;H;0.246;0;0.06216484;0.111;0.899;0.01;0.125;0.06216484;1.01;0.135;0.541082935
13210;Marseille 10e Arrondissement;402;132100402;Queyrel;H;0.442;0;0.054304743;0.087;0.901;0.005;0.114;0.054304743;0.988;0.119;0.519799326
13210;Marseille 10e Arrondissement;403;132100403;Château Saint-Cyr;H;0.192;0;0.045649266;0.328;0.957;0.009;0.089;0.045649266;1.285;0.098;0.643873559
